dataTime,2104066,2113056,2110060,2101057,2108058,2112058,2104063,2109066,2110055,2131013,2103053,2102056,2106056,2115056,2105083,2112056,2115063,2107070,2131011,2114057,2109064,2108063,2111058,2105076,2106063,2111067,2112051,2103068,2103056,2111073,2112059,2332033
2021120816,0.003,0.002,0.002,0.002,0.002,0.003,0.003,0.002,0.002,0.001,0.003,0.003,0.003,0.004,0.003,0.005,0.003,0.003,0.003,,0.004,,0.002,0.002,,,0.002,0.002,0.002,0.002,0.002,0.013000000000000001
2021120817,0.003,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.001,0.003,0.002,0.003,0.002,0.003,0.006,0.002,0.003,0.003,,0.004,,0.002,0.002,,,0.003,0.003,0.002,0.002,0.002,0.007
