dataTime,2104066,2113056,2110060,2101057,2108058,2112058,2104063,2109066,2110055,2131013,2103053,2102056,2106056,2115056,2105083,2112056,2115063,2107070,2131011,2114057,2109064,2108063,2111058,2105076,2106063,2111067,2112051,2103068,2103056,2111073,2112059,2332033
2021120816,17,18,27,17,20,16,14,18,15,16,16,17,20,19,25,17,23,14,16,15,17,15,15,17,15,13,17,20,17,8,17,66
2021120817,14,17,20,14,17,20,18,23,14,11,20,16,23,21,17,19,24,21,17,20,16,16,11,14,18,14,18,22,18,14,20,50
