dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2021120117,2.8,-2.5,313,3.8,0,38,0,3.1,93,76
2021120710,1.8,-2,319,2.8,0,67,0,9,93,76
