dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2021120117,2.5,-2.6,317,3.7,0,37,0,2.8,93,79
2021120710,0.4,0,270,0.4,0,95,0,5.8,93,79
