dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2021120117,3.2,-2.4,308,4.1,0,40,0,3,93,75
2021120211,2.3,-1.3,301,2.7,0,48,0,3,93,75
2021120710,1.7,-0.4,286,1.8,0,67,0,9.2,93,75
