dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2021120117,2.9,-0.9,289,3.1,0,29,0,4.3,93,73
2021120211,1.1,-2.7,339,3.0,0,41,0,4.4,93,73
2021120710,-1.5,2.1,143,2.6,0,53,0,12.4,93,73
