dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2021120117,6.0,-4.7,309,7.7,0,35,0,4.3,93,72
2021120211,4.4,-0.6,279,4.5,0,54,0,4.5,93,72
2021120710,1.8,-0.8,297,2,0,61,0,12.3,93,72
