dataTime,UUU,VVV,VEC,WSD,PTY,REH,RN1,T1H,nx,ny
2021120117,2.5,-2.5,316,3.6,0,42,0,3.2,93,78
2021120710,0.7,0.3,247,0.8,0,69,0,7.6,93,78
