dataTime,2104066,2113056,2110060,2101057,2108058,2112058,2104063,2109066,2110055,2131013,2103053,2102056,2106056,2115056,2105083,2112056,2115063,2107070,2131011,2114057,2109064,2108063,2111058,2105076,2106063,2111067,2112051,2103068,2103056,2111073,2112059,2332033
2022012018,,,,,0.046,,,0.019,,0.028,,0.045,0.039,0.046,0.024,0.025,0.04,,0.014,0.018000000000000002,,0.043,0.023,0.045,0.028,,0.039,,0.024,0.029,,0.002
